,Status,Last Updated,Jurisdiction Status,Jurisdiction Last Updated,State,County,Jurisdiction,Parent Jurisdiction,Abbreviated District Name,Full District Name,Effective Start Date,Changed or Expired,District Mapped,District Mapped But Extinct,Overlay,Type of Zoning District,Affordable Housing District,Elderly Housing District,1-Family Treatment,2-Family Treatment,3-Family Treatment,4+-Family Treatment,1-Family Min. Lot,1-Family Min. Lot Units,1-Family Front Setback,1-Family Front Setback Units,1-Family Side Setback,1-Family Side Setback Units,1-Family Rear Setback,1-Family Rear Setback Units,1-Family Max. Lot Coverage - Buildings,1-Family Max. Lot Coverage - Buildings Units,1-Family Max. Lot Coverage - Buildings & Impervious Surface,1-Family Max. Lot Coverage - Buildings & Impervious Surface Units,1-Family Min. # Parking Spaces,1-Family Min. # Parking Spaces Units,1-Family Max. Stories,1-Family Max. Stories Units,1-Family Max. Height,1-Family Max. Height Units,1-Family Floor to Area Ratio,1-Family Floor to Area Ratio Units,1-Family Min. Unit Size,1-Family Min. Unit Size Units,2-Family Affordable Housing Only,2-Family Elderly Housing Only,2-Family Min. Lot,2-Family Min. Lot Units,2-Family Max. Density,2-Family Max. Density Units,2-Family Front Setback,2-Family Front Setback Units,2-Family Side Setback,2-Family Side Setback Units,2-Family Rear Setback,2-Family Rear Setback Units,2-Family Max. Lot Coverage - Buildings,2-Family Max. Lot Coverage - Buildings Units,2-Family Max. Lot Coverage - Buildings & Impervious Surface,2-Family Max. Lot Coverage - Buildings & Impervious Surface Units,2-Family Min. # Parking Spaces Per Studio or 1BR,2-Family Min. # Parking Spaces Per Studio or 1BR Units,2-Family Min. # Parking Spaces Per 2+ BR,2-Family Min. # Parking Spaces Per 2+ BR Units,2-Family Max. Stories,2-Family Max. Stories Units,2-Family Max. Height,2-Family Max. Height Units,2-Family Floor to Area Ratio,2-Family Floor to Area Ratio Units,2-Family Min. Unit Size,2-Family Min. Unit Size Units,3-Family Affordable Housing Only,3-Family Elderly Housing Only,3-Family Min. Lot,3-Family Min. Lot Units,3-Family Max. Density,3-Family Max. Density Units,3-Family Front Setback,3-Family Front Setback Units,3-Family Side Setback,3-Family Side Setback Units,3-Family Rear Setback,3-Family Rear Setback Units,3-Family Max. Lot Coverage - Buildings,3-Family Max. Lot Coverage - Buildings Units,3-Family Max. Lot Coverage - Buildings & Impervious Surface,3-Family Max. Lot Coverage - Buildings & Impervious Surface Units,3-Family Min. # Parking Spaces Per Studio or 1BR,3-Family Min. # Parking Spaces Per Studio or 1BR Units,3-Family Min. # Parking Spaces Per 2+ BR,3-Family Min. # Parking Spaces Per 2+ BR Units,3-Family Connection to Sewer and/or Water Required,3-Family Connection or Proximity to Public Transit Required,3-Family Max. Stories,3-Family Max. Stories Units,3-Family Max. Height,3-Family Max. Height Units,3-Family Floor to Area Ratio,3-Family Floor to Area Ratio Units,3-Family Min. Unit Size,3-Family Min. Unit Size Units,3-Family Max. Bedrooms Per Unit,3-Family Max. Bedrooms Per Unit Units,4+-Family Affordable Housing Only,4+-Family Elderly Housing Only,4+-Family Min. Lot,4+-Family Min. Lot Units,4+-Family Max. Density,4+-Family Max. Density Units,4+-Family Front Setback,4+-Family Front Setback Units,4+-Family Side Setback,4+-Family Side Setback Units,4+-Family Rear Setback,4+-Family Rear Setback Units,4+-Family Max. Lot Coverage - Buildings,4+-Family Max. Lot Coverage - Buildings Units,4+-Family Max. Lot Coverage - Buildings & Impervious Surface,4+-Family Max. Lot Coverage - Buildings & Impervious Surface Units,4+-Family Min. # Parking Spaces Per Studio or 1BR,4+-Family Min. # Parking Spaces Per Studio or 1BR Units,4+-Family Min. # Parking Spaces Per 2+ BR,4+-Family Min. # Parking Spaces Per 2+ BR Units,4+-Family Connection to Sewer and/or Water Required,4+-Family Connection or Proximity to Public Transit Required,4+-Family Max. Stories,4+-Family Max. Stories Units,4+-Family Max. Height,4+-Family Max. Height Units,4+-Family Floor to Area Ratio,4+-Family Floor to Area Ratio Units,4+-Family Min. Unit Size,4+-Family Min. Unit Size Units,4+-Family Max. Bedrooms,4+-Family Max. Bedrooms Units,4+-Family Max. Units,4+-Family Max. Units Units,Affordable Housing (AH) Treatment,AH - Definition,AH - Elderly Housing Only,AH Min. Lot,AH Min. Lot Units,AH Max. Density,AH Max. Density Units,AH Min. Parking Spaces Per Studio or 1BR,AH Min. Parking Spaces Per Studio or 1BR Units,AH Min. Parking Spaces Per 2+ BR,AH Min. Parking Spaces Per 2+ BR Units,AH Connection to Sewer and/or Water Required,AH Connection or Proximity to Public Transit Required,AH Min. Unit Size,AH Min. Unit Size Units,AH Max. Bedrooms,AH Max. Bedrooms Units,AH Max. Units,AH Max. Units Units,Accessory Dwelling Unit (ADU) Treatment,ADU Employee or Family Occupancy Required,ADU Renter Occupancy Prohibited,ADU Owner Occupancy Required,ADU Elderly Housing Only,ADU Min. Lot,ADU Min. Lot Units,ADU Min. Parking Spaces,ADU Min. Parking Spaces Units,"ADU Restricted to Only Primary Structure (i.e., No Outbuildings like Garages)",ADU Max. Percent Main Unit,ADU Max. Percent Main Unit Units,ADU Max. Size,ADU Max. Size Units,ADU Max. Bedrooms,ADU Max. Bedrooms Units,Planned Residential Development (PRD) Treatment,Mobile or Manufactured Home Park (Y/N),PRD Min. Lot,PRD Min. Lot Units,PRD Max. Density,PRD Max. Density Units,PRD Max. Units,PRD Max. Units Units,Special Notes,Tooltip Notes,5+Family Affordable Housing Only,5+Family Elderly Housing Only,5+Family Min. Lot (ACRES),5+Family Max. Density (UNITS/ACRE),5+Family Front Setback (# of feet),5+Family Side Setback (# of feet),5+Family Rear Setback (# of feet),5+Family Max. Lot Coverage - Buildings (%),5+Family Max. Lot Coverage - Buildings & Imperviou,5+Family Min. # Parking Spaces Per Studio or 1BR,5+Family Min. # Parking Spaces Per 2+ BR,5+Family Connection to Sewer and/or Water Required,5+Family Connection or Proximity to Public Transit,5+Family Max. Height (# of stories),5+Family Max. Height (# of feet),5+Family Floor to Area Ratio,5+Family Min. Unit Size (SF),5+Family Max. # Bedrooms Per Unit,5+Family Max. # Units Per Building,Base Residential Density (#dwellings/acre),1-Family Lot Frontage Requirement,2-Family Lot Frontage Requirement,3-Family Lot Frontage Requirement,4-Family Lot Frontage Requirement,5+-Family Lot Frontage Requirement,PUD required with Subdivision,PUD Threshold #,PUD allowed,PUD requiring land conservation,Unique GIS schema identifier
0,Completed,2024-03-07,Published,2024-03-13,Vermont,Franklin County,Saint Albans Town,,BAY,St. Albans Bay Overlay,2024-02-20,,Yes,No,Yes,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.46 with municipal water and sewer; 0.67 without,Contextual,20,Feet,10.0,Feet,10.0,Feet,,,60.0,Percent,,,3.0,Stories,35.0,Feet,,,,,No,No,0.46 with municipal water and sewer; 0.67 without,Contextual,,,20,Feet,10.0,Feet,10.0,Feet,,,60.0,Percent,1.0,Spaces per Unit,1.0,Spaces per Unit,3.0,Stories,36.0,Feet,,,,,No,No,0.46 with municipal water and sewer; 0.67 without,Contextual,,,20,Feet,10.0,Feet,10.0,Feet,,,60.0,Percent,1.0,Spaces per Unit,1.0,Spaces per Unit,No,No,3.0,Stories,36.0,Feet,,,,,,,No,No,0.46 with municipal water and sewer; 0.67 without,Contextual,,,20,Feet,10.0,Feet,10.0,Feet,,,60.0,Percent,1.0,Spaces per Unit,1.0,Spaces per Unit,No,No,3.0,Stories,36.0,Feet,,,,,,,,,Not Mentioned,,No,,Acres per Development,,Units per Acre,,Spaces per Unit,,Spaces per Unit,No,No,,Square Feet,,Bedrooms per Unit,,Units per Building,Allowed/Conditional,No,No,Yes,No,,,1.0,Parking Spaces Add'l to Main Unit,No,40.0,Percent of Main Unit,900.0,Square Feet,,,Not Mentioned,No,,Acres per PRD,,Units per Acre,,Units per PRD,,,f,f,,,20.0,10.0,10.0,,60.0,1.0,1.0,f,f,3.0,36.0,,,,,,100.0,100.0,100.0,100.0,100.0,f,,t,f,
1,Completed,2024-03-07,Published,2024-03-13,Vermont,Franklin County,Saint Albans Town,,CF,Correctional Facility Overlay,2024-02-20,,Yes,No,Yes,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,Acres,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Stories,,Feet,,Ratio,,Square Feet,No,No,,Acres per 2-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,,Stories,,Feet,,Ratio,,Square Feet,No,No,,Acres per 3-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,No,No,,Stories,,Feet,,Ratio,,Square Feet,,Bedrooms per Unit,No,No,,Acres per 4+-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,No,No,,Stories,,Feet,,Ratio,,Square Feet,,Bedrooms per Unit,,Units per Building,Not Mentioned,,No,,Acres per Development,,Units per Acre,,Spaces per Unit,,Spaces per Unit,No,No,,Square Feet,,Bedrooms per Unit,,Units per Building,Prohibited,No,No,No,No,,Acres,,Parking Spaces Add'l to Main Unit,No,,Percent of Main Unit,,Square Feet,,Bedrooms per Unit,Not Mentioned,No,,Acres per PRD,,Units per Acre,,Units per PRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Completed,2024-03-13,Published,2024-03-13,Vermont,Franklin County,Saint Albans Town,,COM,Commercial,2024-02-20,,Yes,No,No,Mixed with Residential,No,No,Prohibited,Prohibited,Allowed/Conditional,Allowed/Conditional,,Acres,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Stories,,Feet,,Ratio,,Square Feet,No,No,,Acres per 2-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,,Stories,,Feet,,Ratio,,Square Feet,No,No,0.11,Acres per 3-Family,,,25,Feet,20.0,Feet,20.0,Feet,75.0,Percent,,,1.0,Spaces per Unit,1.0,Spaces per Unit,No,No,4.0,Stories,60.0,Feet,,,,,,,No,No,0.11,Acres per 4+-Family,,,25,Feet,20.0,Feet,20.0,Feet,75.0,Percent,,,1.0,Spaces per Unit,1.0,Spaces per Unit,No,No,4.0,Stories,60.0,Feet,,,,,,,,,Not Mentioned,,No,,Acres per Development,,Units per Acre,,Spaces per Unit,,Spaces per Unit,No,No,,Square Feet,,Bedrooms per Unit,,Units per Building,Prohibited,No,No,No,No,,Acres,,Parking Spaces Add'l to Main Unit,No,,Percent of Main Unit,,Square Feet,,Bedrooms per Unit,Not Mentioned,No,,Acres per PRD,,Units per Acre,,Units per PRD,,Multi-unit residential over 4 units requires public hearing.,f,f,0.11,,25.0,20.0,20.0,75.0,,1.0,1.0,f,f,4.0,60.0,,,,,,,,60.0,60.0,60.0,f,,t,f,
3,Completed,2024-03-07,Published,2024-03-13,Vermont,Franklin County,Saint Albans Town,,CONS,Conservation,2024-02-20,,Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,2.75,Acres,30,Feet,30.0,Feet,30.0,Feet,10.0,Percent,,,,,3.0,Stories,36.0,Feet,,,,,No,No,2.75,Acres per 2-Family,,,30,Feet,30.0,Feet,30.0,Feet,10.0,Percent,,,1.0,Spaces per Unit,1.0,Spaces per Unit,3.0,Stories,36.0,Feet,,,,,No,No,2.75,Acres per 3-Family,,,30,Feet,30.0,Feet,30.0,Feet,10.0,Percent,,,1.0,Spaces per Unit,1.0,Spaces per Unit,No,No,3.0,Stories,36.0,Feet,,,,,,,No,No,2.75,Acres per 4+-Family,,,30,Feet,30.0,Feet,30.0,Feet,10.0,Percent,,,1.0,Spaces per Unit,1.0,Spaces per Unit,No,No,3.0,Stories,36.0,Feet,,,,,,,4.0,Units per Building,Not Mentioned,,No,,Acres per Development,,Units per Acre,,Spaces per Unit,,Spaces per Unit,No,No,,Square Feet,,Bedrooms per Unit,,Units per Building,Allowed/Conditional,No,No,Yes,No,,,1.0,Parking Spaces Add'l to Main Unit,No,40.0,Percent of Main Unit,900.0,Square Feet,,,Not Mentioned,No,,Acres per PRD,,Units per Acre,,Units per PRD,,,,,,,,,,,,,,,,,,,,,,,200.0,200.0,200.0,200.0,,f,,t,f,
4,Completed,2024-03-13,Published,2024-03-13,Vermont,Franklin County,Saint Albans Town,,GC,Growth Center,2024-02-20,,Yes,No,Yes,Overlay not Affecting Use,No,No,Overlay,Overlay,Overlay,Overlay,,,Build to zone 10–40 ft.,Contextual,10.0,Feet,10.0,Feet,85.0,Percent,,,,,4.0,Stories,60.0,Feet,,,,,No,No,,,,,Build to zone 10–40 ft.,Contextual,10.0,Feet,10.0,Feet,85.0,Percent,,,,,,,4.0,Stories,60.0,Feet,,,,,No,No,0.07 acres in commercial zone; 0.17 acres in mixed r/c,Contextual,,,Build to zone 20-50ft in commercial zone; BTZ 10-40ft in mixed r/c,Contextual,10.0,Feet,10.0,Feet,85.0,Percent,,,,,,,No,No,4.0,Stories,60.0,Feet,,,,,,,No,No,0.07 acres in commercial zone; 0.17 acres in mixed r/c,Contextual,,,Build to zone 20-50ft in commercial zone; BTZ 10-40ft in mixed r/c,Contextual,10.0,Feet,10.0,Feet,85.0,Percent,,,,,,,No,No,4.0,Stories,60.0,Feet,,,,,,,,,Not Mentioned,,No,,Acres per Development,,Units per Acre,,Spaces per Unit,,Spaces per Unit,No,No,,Square Feet,,Bedrooms per Unit,,Units per Building,Not Mentioned,No,No,No,No,,Acres,,Parking Spaces Add'l to Main Unit,No,,Percent of Main Unit,,Square Feet,,Bedrooms per Unit,Not Mentioned,No,,Acres per PRD,,Units per Acre,,Units per PRD,,,,,,,,10.0,10.0,85.0,,,,,,4.0,60.0,,,,,,60.0,60.0,60.0,60.0,60.0,,,,,
5,Completed,2024-03-07,Published,2024-03-13,Vermont,Franklin County,Saint Albans Town,,IND,Industrial,2024-02-20,,Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,Acres,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Stories,,Feet,,Ratio,,Square Feet,No,No,,Acres per 2-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,,Stories,,Feet,,Ratio,,Square Feet,No,No,,Acres per 3-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,No,No,,Stories,,Feet,,Ratio,,Square Feet,,Bedrooms per Unit,No,No,,Acres per 4+-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,No,No,,Stories,,Feet,,Ratio,,Square Feet,,Bedrooms per Unit,,Units per Building,Not Mentioned,,No,,Acres per Development,,Units per Acre,,Spaces per Unit,,Spaces per Unit,No,No,,Square Feet,,Bedrooms per Unit,,Units per Building,Prohibited,No,No,No,No,,Acres,,Parking Spaces Add'l to Main Unit,No,,Percent of Main Unit,,Square Feet,,Bedrooms per Unit,Not Mentioned,No,,Acres per PRD,,Units per Acre,,Units per PRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,t,f,
6,Completed,2024-03-07,Published,2024-03-13,Vermont,Franklin County,Saint Albans Town,,LS,Lakeshore,2024-02-20,,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.34 acres with municipal water & sewer; 0.46 acres without,Contextual,25,Feet,10.0,Feet,10.0,Feet,,,,,,,3.0,Stories,36.0,Feet,,,,,No,No,0.34 acres with municipal water & sewer; 0.46 acres without,Contextual,,,25,Feet,10.0,Feet,10.0,Feet,,,,,1.0,Spaces per Unit,1.0,Spaces per Unit,3.0,Stories,36.0,Feet,,,,,No,No,0.34 acres with municipal water & sewer; 0.46 acres without,Contextual,,,25,Feet,10.0,Feet,10.0,Feet,,,,,1.0,Spaces per Unit,1.0,Spaces per Unit,No,No,3.0,Stories,36.0,Feet,,,,,,,No,No,0.34 acres with municipal water & sewer; 0.46 acres without,Contextual,,,25,Feet,10.0,Feet,10.0,Feet,,,,,1.0,Spaces per Unit,1.0,Spaces per Unit,No,No,3.0,Stories,36.0,Feet,,,,,,,4.0,Units per Building,Not Mentioned,,No,,Acres per Development,,Units per Acre,,Spaces per Unit,,Spaces per Unit,No,No,,Square Feet,,Bedrooms per Unit,,Units per Building,Allowed/Conditional,No,No,Yes,No,,,,,No,40.0,Percent of Main Unit,900.0,Square Feet,,,Not Mentioned,No,,Acres per PRD,,Units per Acre,,Units per PRD,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,100.0,,f,,t,f,
7,Completed,2024-03-07,Published,2024-03-13,Vermont,Franklin County,Saint Albans Town,,R,Rural,2024-02-20,,Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.20 acres with municipal water & sewer; 0.92 without,Contextual,40,Feet,25.0,Feet,25.0,Feet,85.0,Percent,,,,,3.0,Stories,36.0,Feet,,,,,No,No,0.20 acres with municipal water & sewer; .92 without,Contextual,,,40,Feet,25.0,Feet,25.0,Feet,85.0,Percent,,,1.0,Spaces per Unit,1.0,Spaces per Unit,3.0,Stories,36.0,Feet,,,,,No,No,0.20 acres with municipal water & sewer; 0.92 without,Contextual,,,40,Feet,25.0,Feet,25.0,Feet,85.0,Percent,,,1.0,Spaces per Unit,1.0,Spaces per Unit,No,No,3.0,Stories,36.0,Feet,,,,,,,No,No,0.20 acres with municipal water & sewer; 0.92 without,Contextual,,,40,Feet,25.0,Feet,25.0,Feet,85.0,Percent,,,1.0,Spaces per Unit,1.0,Spaces per Unit,No,No,3.0,Stories,36.0,Feet,,,,,,,4.0,Units per Building,Not Mentioned,,No,,Acres per Development,,Units per Acre,,Spaces per Unit,,Spaces per Unit,No,No,,Square Feet,,Bedrooms per Unit,,Units per Building,Allowed/Conditional,No,No,Yes,No,,,1.0,Parking Spaces Add'l to Main Unit,No,40.0,Percent of Main Unit,900.0,Square Feet,,,Not Mentioned,No,,Acres per PRD,,Units per Acre,,Units per PRD,,,,,,,,,,,,,,,,,,,,,,,175.0,200.0,200.0,200.0,,f,,t,f,
8,Completed,2024-03-13,Published,2024-03-13,Vermont,Franklin County,Saint Albans Town,,R/C,Mixed Residential/Commercial,2024-02-20,,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.17,Acres,20,Feet,15.0,Feet,15.0,Feet,75.0,Percent,,,,,3.0,Stories,45.0,Feet,,,,,No,No,0.17,Acres per 2-Family,,,20,Feet,15.0,Feet,15.0,Feet,75.0,Percent,,,1.0,Spaces per Unit,1.0,Spaces per Unit,3.0,Stories,45.0,Feet,,,,,No,No,0.17,Acres per 3-Family,,,20,Feet,15.0,Feet,15.0,Feet,75.0,Percent,,,1.0,Spaces per Unit,1.0,Spaces per Unit,No,No,3.0,Stories,45.0,Feet,,,,,,,No,No,,,,,20,Feet,15.0,Feet,15.0,Feet,75.0,Percent,,,1.0,Spaces per Unit,1.0,Spaces per Unit,No,No,3.0,Stories,45.0,Feet,,,,,,,,,Not Mentioned,,No,,Acres per Development,,Units per Acre,,Spaces per Unit,,Spaces per Unit,No,No,,Square Feet,,Bedrooms per Unit,,Units per Building,Allowed/Conditional,No,No,Yes,No,,,1.0,Parking Spaces Add'l to Main Unit,No,40.0,Percent of Main Unit,900.0,Square Feet,,,Not Mentioned,No,,Acres per PRD,,Units per Acre,,Units per PRD,,Multi-unit residential over 4 units requires Public Hearing.,f,f,0.17,,20.0,15.0,15.0,75.0,,1.0,1.0,f,f,3.0,45.0,,,,,,60.0,60.0,60.0,60.0,60.0,f,,t,f,
9,Completed,2024-03-07,Published,2024-03-13,Vermont,Franklin County,Saint Albans Town,,RES,Residential,2024-02-20,,Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.2,Acres,20,Feet,15.0,Feet,15.0,Feet,85.0,Percent,,,,,3.0,Stories,40.0,Feet,,,,,No,No,0.2,Acres per 2-Family,,,20,Feet,15.0,Feet,15.0,Feet,85.0,Percent,,,1.0,Spaces per Unit,1.0,Spaces per Unit,3.0,Stories,40.0,Feet,,,,,No,No,0.2,Acres per 3-Family,,,20,Feet,15.0,Feet,15.0,Feet,85.0,Percent,,,1.0,Spaces per Unit,1.0,Spaces per Unit,No,No,3.0,Stories,40.0,Feet,,,,,,,No,No,0.2,Acres per 4+-Family,,,20,Feet,15.0,Feet,15.0,Feet,85.0,Percent,,,1.0,Spaces per Unit,1.0,Spaces per Unit,No,No,3.0,Stories,40.0,Feet,,,,,,,,Units per Building,Not Mentioned,,No,,Acres per Development,,Units per Acre,,Spaces per Unit,,Spaces per Unit,No,No,,Square Feet,,Bedrooms per Unit,,Units per Building,Allowed/Conditional,No,No,Yes,No,,,1.0,Parking Spaces Add'l to Main Unit,No,40.0,Percent of Main Unit,900.0,Square Feet,,,Not Mentioned,No,,Acres per PRD,,Units per Acre,,Units per PRD,,Multiunit housing over 4 units requires Public Hearing.,f,f,0.2,,20.0,15.0,15.0,85.0,,1.0,1.0,f,f,3.0,40.0,,,,,,60.0,60.0,60.0,60.0,60.0,f,,t,f,
